body,title
"Caracas.- Durante la temporada de navidad, las 24 horas del día, setenta funcionarios de la Guardia Nacional Bolivariana (GNB) se mantendrán en la autopista Caracas – La Guaira, con el fin de brindar el servicio de seguridad vial a la ciudadanía.Las acciones estarán a cargo de la Unidad de Seguridad Vial del Comando de Zona N 45 de la Guardia Nacional Bolivariana, con disposición de más de quince unidades vehiculares (motos y carros), así como la Unidad Canina Antidroga y otros servicios de resguardo.El reporte de la GNB indica que durante este año 2022 se han registrado unas noventa incidencias viales, siendo las más frecuentes fallas mecánicas de vehículos, conductores bajo el efecto del alcohol, así como incumplimientos de normas de viales y se registraron diez decesos.Se dispone de más de veinte puntos de Atención y Asistencial Vial en la autopista, para disminuir las incidencias viales en comparación con el año 2021.El componente castrense incorporará un canino especializado en materia antidrogas y dos reductores de velocidad en el punto principal instalado a la altura de la sede de emergencias 171.Asimismo, 15 vehículos están dispuestos para prestar auxilio vial, y son seis los puntos de atención incorporados desde el distribuidor, el trébol hasta Ciudad Caribia en el kilómetro 16, donde se incorpora otra contingente de la Guardia Nacional Bolivariana.Por otra parte, los efectivos militares recordaron los límites de velocidad para los vehículos de carga pesada, los 60 kilómetros por hora al transitar en el canal lento y los vehículos particulares no deben superar los 80 kilómetros por hora en el canal rápido.Finalmente, llamaron a  hacer uso del cinturón de seguridad, respetar las señales de tránsito y no conducir bajo los efectos del alcohol.Con información de Últimas Noticias",GNB fortalece medidas de seguridad en autopista Caracas–La Guaira
"Las negociaciones entre madurismo y quienes se le oponen tienen un reducido campo. Los señalamientos entre las partes son muy gruesos (conductas tiránicas, narcotráfico, traición a la patria, cohecho, etc.). Cordialidad aparte —que ésta tiene siempre que mediar, incluso por respeto a las terceras partes promotoras o garantes de la negociación—, lo que se negocia son asuntos muy concretos. Es igual a los casos de las negociaciones entre Churchill, Roosevelt y Stalin, en la primera mitad del siglo XX, y las adelantadas entre Nixon y Mao en la segunda mitad de ese mismo siglo. Es así como las aborda la historiografía de occidente. Las democracias representativas de occidente en sus dos máximas expresiones (EEUU y el Reino Unido) negociaron con Stalin, aun cuando a éste, la misma bibliografía, sólo como consecuencia de la llamada “Gran Purga”, le atribuye el asesinato de unas 700.000 personas. En el caso de Mao, la misma bibliografía lo culpa de la muerte de más de cuarenta millones, como consecuencia de lo que llamó el “Gran Salto hacia adelante”.Con los avances políticos que ha hecho el madurismo, el asunto para ellos son los sanciones; éstas tienen atadas al Gobierno de pies y manos, le complican, cuando no le impiden, el normal desarrollo de sus actividades, especialmente en el campo económico y financiero. También le obligan a entretener gastos y costos que, sin las sanciones, no tendrían. Pero esta visto que las sanciones no obrarán el efecto de que el madurismo entregue el poder; que, si la eliminación de las sanciones pasa porque termine o suspenda el uso de las herramientas de dudosa —cuando no negada— naturaleza democrática que ha implantado para el control del poder político en el país, eso, simplemente, no lo hará. La oposición, por su parte, puede negociar unas condiciones mínimas que le permitan participar en las elecciones de 2024, en las que, si entiende —como lo hicieron los chilenos en 1987— la real dimensión del reto político que tiene por delante y se organiza adecuadamente, tiene una gran oportunidad de tener éxito.Así, las negociaciones entre el madurismo y los representantes de la auténtica oposición política (los que fueron a México) tiene que versar, necesariamente, sobre un alivio de las sanciones y con el logro de esas condiciones mínimas para participar en las elecciones de 2024.SANTINUNEZ@Yahoo.com",Negociaciones en México
"Dresde, Alemania.- La Policía de Alemana ha confirmado la detención y posterior muerte del autor de un secuestro en un centro comercial en la ciudad de Dresde, y en el que los ciudadanos liberados finalmente han resultado ilesos.En un primer momento, las autoridades de seguridad de la ciudad han reconocido que la situación era confusa y han procedido a desalojar tanto el centro comercial como las zonas adyacentes, así como un mercado navideño también en las inmediaciones, destacó DPA.Tras finalmente poder contactar vía telefónica con el secuestrador, la Policía ha confirmado la detención, y posterior muerte, del autor del secuestro, un hombre de unos 40 años que podría sufrir algún tipo de enfermedad mental.Mientras el operativo estaba aún en marcha, la Policía ha confirmado el fallecimiento de una mujer en un bloque de apartamentos. El principal sospechoso sería su hijo, quien sería también el responsable del secuestro en el centro comercial.Posteriormente, las autoridades de seguridad han afirmado estar investigando un tiroteo sin heridos en el edificio de oficinas Ammonhof, donde se ubica la redacción de Radio Dresde, y que también podría estar relacionado con el secuestro.",La Policía alemana confirma la muerte del autor de un secuestro en un centro comercial de Dresde
"Caracas.- La vicepresidenta ejecutiva de la República, Delcy Rodriguez, informó que han trazado un conjunto de acciones en defensa del mercado cambiario y la tasa oficial, emitida por el Banco Central de Venezuela. A través de su cuenta en Twitter, la funcionaria señaló que “en atención a las instrucciones del presidente de la República Bolivariana de Venezuela, Nicolás Maduro hemos trazado, junto al Vicepresidente sectorial de Economía, Tareck El Aissami, y el equipo económico, un conjunto de acciones en defensa del mercado cambiario y la tasa oficial, perturbados por el dólar criminal especulativo. Venezuela seguirá creciendo!”.En atención a las instrucciones del Pdte @NicolasMaduro hemos trazado, junto al VicePdte de Economía @TareckPSUV y el equipo, un conjunto de acciones en defensa del mercado cambiario y la tasa oficial, perturbados por el dólar criminal especulativo. Venezuela seguirá creciendo! https://t.co/tdHu6NhKIr— Delcy Rodríguez (@delcyrodriguezv) December 10, 2022La funcionaria destacó el crecimiento del sistema financiero nacional, según el reporte presentado a través de twitter, en lo que va de 2022 el país incrementó sus depósitos en un 210% y su cartera de crédito en  420%.Es importante destacar que el sistema financiero, a pesar del criminal bloqueo, ha crecido considerablemente en el año 2022 incrementando sus depósitos en un 210% y su cartera de crédito en un 420%. Quienes atacan la economía venezolana están destinados al fracaso!— Delcy Rodríguez (@delcyrodriguezv) December 10, 2022Cabe recordar que esta semana, el Ejecutivo Nacional acordó retomar, luego de dos años, una política de control de precios en más de 40 productos de consumo masivo para luchar contra la “especulación” que, a juicio del presidente Nicolás Maduro, disparó la inflación y afectó el mercado cambiario.",Gobierno Nacional establece nuevas acciones en defensa del mercado cambiario y la tasa oficial
"Militares de Venezuela detuvieron a ocho hombres por narcotráfico en distintos operativos efectuados en el oeste del país, así informó el viernes el comandante estratégico operacional de la Fuerza Armada Nacional Bolivariana (FANB), Domingo Hernández Lárez.En el estado Táchira, fronterizo con Colombia, efectivos de la institución militar detuvieron a dos sujetos que intentaban ingresar al país caribeño con más de 42 kilos de marihuana, alijo que fue incautado por las autoridades, aseguró el funcionario en su cuenta de Twitter.En labores de patrullaje OSC del estado Táchira incautan alijo de más de 42 Kg de marihuana, que intentaban introducir 2 ciudadanos al país, a través de las trochas y caminos verdes. Venezuela en la lucha contra el narcotráfico ! pic.twitter.com/g5sf3airYi— GJ. Domingo Hernández Lárez (@dhernandezlarez) December 9, 2022Otros dos hombres fueron capturados por la FANB en un Puesto de Atención al Ciudadano (PAC) de la región petrolera de Zulia, también limítrofe con la nación andina, mientras intentaban entrar al territorio con una droga cuyo tipo y peso no fue especificado por las autoridades.FANB desplegada en el estado Zulia, en labores de patrullaje y escudriñamiento contra los invasores narcotraficantes que pretenden usar nuestro Territorio Nacional como plataforma para extraer sus productos que dañan la humanidad. pic.twitter.com/bG4OwNxL71— GJ. Domingo Hernández Lárez (@dhernandezlarez) December 9, 2022Los detenidos trabajaban para los grupos denominados ""tancol"", un acrónimo inventado por el Gobierno venezolano que no hace referencia a ninguna banda en específico y que significa ""terroristas armados narcotraficantes colombianos"".Mientras, en el estado Cojedes, militares detuvieron a cuatro sujetos que transportaban, ""en un vehículo particular, una panela de marihuana"".""Venezuela (está) en la lucha contra el narcotráfico. Esas no son costumbres de nuestro país"", expresó Hernández Lárez en la red social, donde compartió imágenes de las incautaciones y los detenidos.Las autoridades han detenido a un total de 8.830 personas por tráfico de drogas de enero a principios de diciembre, dijo el pasado sábado el superintendente nacional antidrogas, Richard López Vargas.Con información de Efe",Militares venezolanos detienen a ocho hombres por narcotráfico
"Londres.- El rey Carlos III visitará el Parlamento británico el próximo miércoles, según anunció hoy el presidente de la Cámara de los Comunes (baja), Lindsay Hoyle, al abrir la sesión semanal de preguntas al primer ministro, el conservador Rishi Sunak.""Su Majestad, el Rey, visitará el Parlamento el próximo miércoles y entre las 15.15 y 15.45 GMT ambas Cámaras (Comunes y Lores) estarán temporalmente suspendidas"", avisó Hoyle en una declaración leída al comienzo de la sesión parlamentaria de hoy.El presidente de los Comunes explicó que el monarca británico ""desvelará una placa en Westminster Hall"" y después se hará público un obsequio de los miembros de ambas cámaras con motivo del Jubileo de Platino (los 70 años en el trono de la fallecida Isabel II).Carlos III se convirtió en el nuevo soberano británico al fallecer su madre, la reina Isabel II, el pasado 8 de septiembre a los 96 años. Con información de EFE",El rey Carlos III visitará el Parlamento británico el próximo miércoles
"Caracas.- Venezuela y Guinea Ecuatorial siguen reafirmo su compromiso de lucha bilateral en diferentes ámbitos y ahora se preparan para trabajar conjuntamente en el área de hidrocarburos, con el fin de impulsar el desarrollo económico de ambas naciones.Carlos Faría, canciller de la República informó a través de su red social de Twitter, que en reuniones conjuntas acordaron incrementar la cooperación entre las compañías petroleras de ambas naciones.""Acordamos sumar esfuerzos para incrementar la ya iniciada cooperación técnica y científica entre PDVSA (Petróleos de Venezuela) y Gepetrol (Guinea Ecuatorial de Petróleo). Además de seguir desarrollando el intercambio de experiencias de nuestras industrias petroleras en favor del desarrollo económico y social de nuestros pueblos"", señaló el funcionario a través de su cuenta de Twitter.Acordamos sumar esfuerzos para incrementar la ya iniciada cooperación técnica y científica entre PDVSA y GEPETROL.Además de seguir desarrollando el intercambio de experiencias de nuestras industrias petroleras en favor del desarrollo económico y social de nuestros pueblos.— Carlos Faria (@Fariacrt) December 9, 2022 Las conversaciones se dieron en el marco de una reunión que mantuvo el ministro del poder popular para las Relaciones Exteriores de Venzuela con el ministro de Minas e Hidrocarburos de Guinea Ecuatorial, Gabriel Mbaga Obiang Lima, a quien destacó la importancia de continuar la alianza estratégica en organismos como la Organización de Países Exportadores de Petróleo (OPEP) y el Foro de Países Exportadores de Gas.Hasta ahora, ambas naciones han logrado consolidar importantes acuerdos y avances en temas que competen a las áreas de educación y cultura; hidrocarburos y minería, migración, telecomunicaciones y transporte aéreo.Hemos transmitido, en nombre del Presidente @NicolasMaduro, un mensaje al Presidente de la República de Guinea Ecuatorial Teodoro Obiang Nguema Mbasogo, en el que manifestamos nuestra voluntad de seguir estrechando los lazos de amistad entre nuestros pueblos. pic.twitter.com/7MvmpVultM— Carlos Faria (@Fariacrt) December 9, 2022 Faría visitò Malabo, para la toma de posesión del presidente reelecto en esa nación, Teodoro Obiang, quien ha gobernado sin oposición desde 1979, y fue reelegido para un sexto mandato con el 94,9% de los votos en las elecciones que se llevaron a cabo el 20 de noviembre.El mandatario ganó los comicios de 2016 con el 93,7% de los votos.",Venezuela y Guinea Ecuatorial acuerdan aumentar la cooperación petrolera
"Lima.- La presidenta peruana, Dina Boluarte, nombró este sábado su gabinete, tres días después de asumir la jefatura del Estado en sustitución de Pedro Castillo, detenido y acusado de dar un golpe de Estado, con el ex fiscal superior Pedro Miguel Angulo Arana como primer ministro.🚨 #ENVIVO | Pedro Miguel Ángulo Arana jura como presidente del Consejo de Ministros del gabinete de Dina Boluarte.https://t.co/p8dadB6LVb— Política y Economía La República (@Politica_LR) December 10, 2022En una ceremonia protocolaria celebrada en el Palacio de Gobierno, Boluarte tomó juramento a Angulo Arana como jefe de gabinete y le invocó a actuar en contra de la corrupción, destacó Efe.",Boluarte nombra su gabinete con un exfiscal superior como primer ministro
"La delegación de la UE en China publicó hoy un comunicado con motivo del Día Internacional de los Derechos Humanos en el que destaca que “los derechos civiles y políticos no están garantizados” en el gigante asiático.En el escrito resaltan que, si bien China “ha realizado esfuerzos notables” en diferentes aspectos, como el alivio de la pobreza o el acceso a la salud y la educación, en lo que respecta a los derechos civiles y políticos en algunos casos incluso “se violan de forma deliberada y sistemática”, destacó Efe.Igualmente mencionó el informe de la discordia publicado el pasado mes de septiembre por la Alta Comisionada de las Naciones Unidas para los Derechos Humanos sobre las presuntas violaciones de derechos humanos contra la minoría musulmana uigur en la región noroccidental de Xinjiang.La delegación subrayó la necesidad de “justicia y rendición de cuentas” a tenor de las transgresiones que “pueden constituir crímenes internacionales” en Xinjiang.En el comunicado, la UE reafirma su preocupación por la existencia de una “amplia red de campos de reeducación política” además de denunciar “detenciones masivas arbitrarias” que conllevan restricciones al ejercicio de las libertades fundamentales.Además, mostró su inquietud por el uso del trabajo forzado, la tortura, el aborto y la esterilización forzada dentro de unas políticas de control de natalidad confirmadas por el informe de la ONU.La UE instó en el comunicado a China a que “cumpla sus obligaciones en virtud del derecho nacional e internacional” y que permita un “acceso sin restricciones ni supervisión” a expertos, periodistas y diplomáticos a Xinjiang, Tíbet y otras regiones del país.También destacó que las cifras de condenas a muerte y ejecuciones en China “superan con creces las de todos los demás países juntos” y se aplican a delitos no violentos, por lo que pide que “reduzca aún más el número de delitos punibles con la muerte” al considerarlo un castigo ineficaz.“La libertad de expresión y el acceso a la información se han reprimido cada vez más en China mediante la censura, la intimidación y la vigilancia de periodistas y trabajadores de los medios”, denunció a su vez el comunicado sobre la libertad de prensa.Los trabajadores de los medios en China son objeto de muchas trabas por no “contar bien la historia de China”, sino por contarla con la verdad.En lo que respecta a los derechos de las mujeres y la comunidad LGTBI, afirman que, si bien “se ha avanzado hacia la igualdad”, la violencia de género sigue estando presente.Por último, la UE sigue preocupada por el uso represivo de la Ley de Seguridad Nacional en Hong Kong, además la utilización renovada de la Ley de Sedición en y los cambios radicales en el sistema electoral de la antigua colonia británica.Con información de Efe",La UE denuncia falta de garantías para derechos civiles y políticos en China
"Se tiene previsto que para el próximo 10 de enero lleguen al país los primeros mil vehículos iraníes, indicó este viernes el ministro para el Transporte, Ramón Velásquez Araguayán. Velásquez Araguayán comentó que el barco con los mil vehículos ya zarpó para Venezuela. Ademas, resaltó que esto surge de la más reciente Feria Científica y Tecnológica con Irán, en la que se exhibieron cuatro modelos de producción de los vehículos. ""Ya el primer barco salió para Venezuela, fue una palabra empeñada también del presidente (de la República, Nicolás Maduro) de traer vehículos para la venta a buen precio a los venezolanos, y ya para el 10 estará llegando el primer barco con los primeros mil vehículos"", precisó.#EnVideo📹| Ministro para el Transporte, @rvaraguayan añadió que el primer barco con los primeros mil vehículos iraníes zarpó para Venezuela, y se estima que llegue el 10 de enero de 2023 para ser vendidos en el país.#NavidadEsAlegría pic.twitter.com/XWGgZPmu8Q— VTV CANAL 8 (@VTVcanal8) December 9, 2022",Primeros mil vehículos iraníes llegarán al país en enero de 2023
"Lima.- La presidenta de Perú, Dina Boluarte, sugirió la posibilidad de un adelanto de elecciones generales, ""si la situación lo amerita"", y también criticó, a través de la cancillería, las declaraciones de las autoridades de México sobre la situación del destituido expresidente Pedro Castillo, que ha pedido asilo a ese país.En declaraciones a la prensa, la mandataria dijo que la Constitución precisa que su responsabilidad al frente del Ejecutivo es ""hasta el 2026"" para concluir el periodo de Castillo, elegido el año pasado con ella como vicepresidenta, destacó Efe.Pero añadió que ""si la sociedad y la situación lo amerita, adelantamos elecciones, en conversación con las fuerzas democráticas y políticas del Congreso, nos sentaremos a conversar"".Asimismo, al ser consultada sobre la solicitud de asilo hecho por el detenido expresidente Castillo a México, Boluarte respondió que ""lo que diga el derecho de asilo para el expresidente y su familia ya lo tendrá que validar el gobierno mexicano"".Reiteró que Castillo dio ""un golpe de Estado"" el pasado miércoles, que sorprendió incluso a sus ministros quienes renunciaron ""en cascada"", pero que ella ""quisiera en algún momento visitarlo y saber qué pasó"".Acusan a México de injerencia Este viernes, la cancillería peruana convocó al embajador mexicano en Lima, Pablo Monroy, para transmitirle su rechazo por las ""expresiones de las autoridades mexicanas"" que, a juicio del gobierno, ""constituyen una injerencia en los asuntos internos"" de Perú.""Las expresiones de las autoridades mexicanas constituyen una injerencia en los asuntos internos del Perú y no resultan consistentes con los acontecimientos que se han sucedido en días recientes"", rezó un comunicado de la Cancillería, actualmente sin ministro titular, tras la renuncia de César Landa, quien abandonó el cargo acusando a Castillo de dar un golpe de Estado y pedir ayudar internacional para frenarle.La información aclaró que el Ministerio de Relaciones Exteriores le transmitió a Monroy ""la extrañeza que han generado en el Perú las expresiones del presidente Andrés Manuel López Obrador y del canciller Marcelo Ebrard, respecto a los procesos políticos en el país"".Respecto al derecho de asilo invocado por Castillo, ""se señaló al embajador Monroy la necesidad de que los estados se ciñan a las normas contenidas en los tratados internacionales vigentes sobre la materia y cumplan con todos los requisitos que los mismos establecen"".López Obrador reveló el jueves en su conferencia matutina que Castillo llamó por teléfono para pedir asilo a la Embajada de México en el país andino.""Habló aquí a la oficina para que me avisaran de que iba hacia la Embajada, que iba a solicitar el asilo y que si le abrían la puerta de la Embajada, pero seguramente ya tenían intervenido su teléfono"", dijo López Obrador.Además, dijo que instruyó a Ebrard para que hablara con el embajador de México en Perú y abriera la puerta a Castillo para que solicitara asilo.""Pero al poco tiempo tomaron la embajada con policías y ciudadanos, rodearon la embajada. Y él ni si quiera pudo salir, lo detuvieron de inmediato"", acotó.Castillo fue arrestado ""en flagrancia"" por su propia escolta, minutos después de ser destituido por el Congreso.Extrañeza con Colombia Además de la reacción sobre las autoridades mexicanas, la cancillería de Perú también convocó el viernes al encargado de negocios de Colombia en Lima ""y le expresó su extrañeza por las declaraciones de autoridades de ese país sobre los acontecimientos recientes"", según informó en Twitter.El presidente de Colombia, Gustavo Petro, pidió el jueves a la Comisión Interamericana de Derechos Humanos (CIDH) medidas cautelares para Castillo.""Solicito a la CIDH aplicar la Convención Americana de Derechos Humanos y expedir medidas cautelares en favor del presidente del Perú Pedro Castillo (sic)"", expresó Petro en Twitter.Castillo fue destituido el miércoles por el Congreso por ""permanente incapacidad moral"", poco después de que dictara la disolución del Parlamento, anunciara un ejecutivo de emergencia, que iba a gobernar por decreto y a reorganizar el sistema de justicia.En este sentido, la Cancillería peruana recordó a Colombia que en Perú ""existe pleno respeto a los derechos humanos, al debido proceso y a la separación de poderes, lo que garantiza el acceso de todos nuestros ciudadanos a una justicia independiente"".Información de Efe.",Boluarte sugiere un eventual adelanto de elecciones y reclama a México
"Doha.- Marruecos hizo historia al meterse en las semifinales del Mundial, convirtiéndose en el primer equipo africano en llegar a semifinales de esta competición, tras imponerse 1-0 al Portugal de Cristiano Ronaldo, estes sábado en Doha.Un gol de Youssef En-Nesyri (42) permitió este día histórico para los marroquíes, que se convierten también en el primer país árabe en alcanzar la penúltima ronda de un Mundial.El conjunto entrenador por Walid Regragui, verdugo de España en los penales en los octavos de final del torneo, sigue su espectacular camino en Catar y se enfrentará por una plaza en la final al vencedor del duelo entre Francia e Inglaterra de este sábado.""Es increíble, si me dices al inicio de la Copa del Mundo, que llegamos a semifinales, ganando a Bélgica, España y Portugal, te diría que es imposible"", afirmó Regragui tras el partido.Marruecos, que acabó con diez por la expulsión de Walid Cheddira (90+3), volvió a hacer valer su fortaleza defensiva y sus contraataques, ante una selección portuguesa, en la que Cristiano Ronaldo volvió a ver el inicio del encuentro desde el banquillo.Avisó primero Joao Félix con un remate de cabeza en plancha tras un saque de falta que obligó a estirarse el arquero Yassine Bounou 'Bono' (5).- Aparece En-Nesyri -Portugal se hizo el amo del balón frente a una selección marroquí bien replegada atrás, esperando hacer daño con rápidas salidas.En uno de estos contraataques, Selim Amallah recibió en el corazón del área, pero su remate se fue alto (34).El último cuarto de hora de la primera parte fueron los mejores minutos de los 'Leones del Atlas', que pudieron adelantarse con otro disparo de Sofiane Boufal detenido por Diogo Costa (35).Cerca del descanso, una nueva llegada por la izquierda acabó con un centro al área donde se elevó En-Nesyri ante la mala salida de Diogo Costa para cabecear al fondo de las mallas lusas (42) para deleite de los aficionados marroquíes.Por delante en el marcador, Marruecos puso aún más el cerrojo frente a un Portugal, que tras la pausa se lanzó con todo hacia el arco contrario, encerrando a los norteafricanos en su campo.""En el segundo tiempo mejoramos el juego, queríamos tener más movilidad y ayudar a los jugadores a pasar a través de la defensa. Creamos cuatro o cinco situaciones, pero no marcamos. A veces tienes que tener un poco de suerte y hoy no tuvimos"", dijo el seleccionador luso, Fernando Santos, tras el encuentro.Santos dio entrada a Cristiano Ronaldo por Ruben Neves y a Joao Cancelo por Raphael Guerreiro (51) para dar más mordiente a su ataque.Cristiano Ronaldo, de paso, sumó un nuevo récord al jugar su partido 196 con el escudo de Portugal e igualar el récord mundial de partidos internacionales de selecciones que detentaba el kuwaití Bader al-Mutawa.- Asedio sin premio -El segundo tiempo fue un asedio continuo de Portugal al área contraria donde Marruecos achicaba balones.Portugal llegaba por las bandas para meter balones al área, donde se plantó Cristiano Ronaldo en medio de una maraña de jugadores en busca del balón para hacer el empate.El astro luso fabricó una gran ocasión al dejar un balón en el pico del área para Joao Félix cuyo disparo se encontró con la buena respuesta de Bono (82), que volvió a erigirse en sostén de su equipo en varios momentos.El portero marroquí, a la postre elegido hombre del partido, volvería a aparecer para detener un disparo raso de Cristiano Ronaldo (90) en lo que fue la última ocasión clara para revertir el resultado.Los últimos minutos de descuento, Maruecos se quedó con diez por la salida de Cheddira por doble amonestación (90+3), pero lograría aguantar hasta completar la gesta y seguir su camino de matagigantes en Catar.""No sé qué techo va a tener este equipo"", afirmó Bono, tras el encuentro, convencido de que ""Marruecos puede hacer milagros"".",Marruecos gana 1-0 a Portugal y será el primer equipo africano en semifinales de un Mundial
"Caracas.- Las tasas del dólar siguen en crecimiento, y apretando el bolsillo del venezolano. Tanto el dólar paralelo, como el oficial, han superado barreras inimaginables y en el primer caso se ubica sobre los 17 bolívares, mientras que el que rige el Banco Central de Venezuela, cerró cuatro puntos por debajo.Atención🔵|| El tipo de cambio publicado por el BCV es el promedio ponderado de las operaciones de las mesas de cambio de las instituciones bancarias. Al cierre de la jornada del día Viernes 09-12-2022, los resultados son:#MercadoCambiario #BCV🇻🇪 pic.twitter.com/seJ6mISyzT— Banco Central de Venezuela (@BCV_ORG_VE) December 9, 2022 El BCV actualiza al final de la tarde, la tasa oficial con respecto al dólar del dìa siguiente. En este caso, por ser fin de semana, y el próximo lunes bancario, ya han dado a conocer el monto por dólar del martes, 13 de diciembre, el cual superará los 14 bolívares, un punto por arriba del cierre de hoy.  En lo que va de semana el dólar oficial aumento casi cuatro puntos, de una forma no vista en todo lo que va de año.        Ver esta publicación en Instagram            Una publicación compartida por Banco Central de Venezuela (@bcv.org.ve) El costo en bolívares por cada dólar, abrirá el mercado este próximo martes 13 de diciembre a un valor de 14,12 bolívares.","Dólar oficial supera la barrera de los 14,12 bolívares por unidad"
"Valencia.- El último juego de la temporada regular 2022-2023 entre Leones del Caracas y Navegantes del Magallanes estuvo detenido durante 18 minutos a la altura del séptimo inning debido a una falla eléctrica en el Estadio José Bernardo Pérez de Valencia. Pero antes de eso, ya la manada capitalina se había encargado de cortar los circuitos de la carabela.El club melenudo derrotó con sonora contundencia 13-1 a su Eterno Rival y cerró la serie particular con dominante récord de 6-2, siendo además el triunfo que les ascendió de nuevo al primer lugar de la tabla de clasificación, luego del revés de Cardenales frente a Tigres.Fue un juego casi perfecto para la escuadra felina: al campo no cometió errores, el pitcheo solo permitió 2 hits de la artillería naval y la ofensiva despachó la friolera de 16 incogibles, entre ellos cinco extrabases (tres jonrones y dos dobles).Los grandeligas Jhoulys Chacín y Orlando Arcia debutaron, mientras Eugenio Suárez, uno de los principales legionarios en el mejor beisbol del mundo, se encumbraba con su segundo grand slam en la Liga Venezolana de Beisbol Profesional.“Me lo disfruté bastante. Los primeros dos turnos fallé la pelota y estaba enfocado en hacer el ajuste. Pude conectar ese grand slam para darle la tranquilidad al pitcheo”, expresó la estrella de los Marineros de Seattle a IVC sobre la conexión contra el zurdo Yorvin Pantoja que despegó 12-1 la pizarra en la sexta entrada. Su anterior estacazo con bases llenas fue el 28 de noviembre de 2014, contra Jack Snodgrass (Caribes).Esa serenidad al cuerpo de lanzadores a la que se refirió Suárez, por fin se vio sobre el terreno en el feudo carabobeño , luego de una convulsa semana para los serpentineros metropolitanos.El bullpen transitó siete episodios en blanco, con cinco ponches propinados y solo un boleto otorgado.J. C. Ramírez, Miguel Rodríguez, Ricardo Rodríguez, Alfred Gutiérrez y Joshua Cornielly fueron los encargados de relevar la apertura de Chacín, que tal como estaba previsto, se mantuvo en la loma por dos capítulos, en su primera presentación luego de seis años de ausencia del circuito.La última vez que el cuerpo de lanzadores del club capitalino había admitido una carrera o menos fue el 24 de noviembre, en el triunfo 7-1 contra Tiburones.El ganador fue el primero de los apagafuegos Rodríguez que laboró, Miguel (1-0) quien se anotó su primera conquista en la pelota rentada local con trabajo de 2.1 tramos, sin imparables admitidos ni pasaportes otorgados, pero con un ponche a su registro.“Me sentí muy bien, con confianza como en cada juego. Atacando a los bateadores sin importar la diferencia de carreras”, mencionó el novato serpentinero a Efraín Zavarce, para el circuito radiofónico capitalino. “Confío en mis pitcheos y en el cuadro (interior) que tengo. Siempre tengo la misma mentalidad para competir, más aún en una rivalidad como el Caracas-Magallanes, siendo caraquista desde niño”.El prospecto Rodríguez, perteneciente a los Mellizos de Minnesota, ha estado inmaculado en 10 episodios de labor en la campaña, divididos en seis presentaciones, con ocho guillotinados en su haber.Ninguno de los titulares en el lineup del mánager José Alguacil se fue blanco. Todos conectaron al menos un incogible, y hasta Johhny Pereda, que entró por Freddy Fermín, se unió al festín, con cacofonía incluida.Harold Castro e Isaías Tejeda triplicaron, Fermín duplicó y José Rondón anotó en tres oportunidades. Tejeda y Rondón acompañaron a Suárez en las casillas de vuelacercas durante la velada.El marcador estuvo cerrado hasta el quinto inning, con ventaja mínima de 2-1 para la visita, pero a partir de allí hubo racimos de seis y cuatro carreras en entradas consecutivas para te zanjar la conquista.El debutante Arcia disparó tubey en su primer turno frente a Félix Doubront luego de cuatro temporadas fuera de los terrenos locales.“Hay mucha adrenalina. Uno de mis sueños era jugar un Caracas-Magallanes y se me cumplió”, admitió el utility de los Bravos de Atlanta al circuito radial melenudo. “Le digo a todos los fanáticos de los Leones del Caracas que esperen mucho de mí”.Doubront (0-2) cargó con la derrota al encajar cinco inatrapables y par de rayas libres de suciedad en 2.1 innings. Kervin Castro y Pantoja permitieron cuatro carreras limpias cada uno, paraLeones (24-16) se trasladará a Macuto para enfrentar el sábado a Bravos. Magallanes (21-21) viajará a Maracay para jugar contra Tigres.Con información de Prensa LVBP.",LVBP: Leones le cortó la luz al Magallanes y retomó la cima
