body,title
"A dos escalones de la gloria quedó Francia tras derribar a una voluntariosa Inglaterra, en un duelo tan intenso como igualado que se resolvió con dos fogonazos de Aurelien Tchoaméni y Olivier Giroud, servidos por Antoine Griezmann, y unas cuantas paradas de Hugo Lloris que doblegaron la resistencia dirigida por Harry Kane, que marcó un gol y falló un penalti.Francia se medirá en semifinales a Marruecos para buscar su segunda final consecutiva tras otra demostración de realismo de la campeona, que sin hacer un gran partido demostró una voluntad férrea por aferrarse a conseguir lo que nadie logra desde los años 30: repetir título mundial.En ausencia de Kylian Mbappé, desdibujado, mostró otros argumentos, sin mucho fútbol pero con eficacia, aunque dejó algunas lagunas, ya que la defensa no mostró una gran solidez, lo que durante muchos minutos dio a los ingleses esperanzas de victoria.Fueron los de Gareth Southgate siempre a remolque, desde el gol inicial de Tchoaméni, pero siempre estuvieron enganchados al partido. Maniataron a Mbappé, tuvieron ocasiones, pero les faltó puntería y les sobró Lloris.Como dos gallos que se miran a los ojos, se rondan, estiran sus plumas para parecer más apuestos y peligrosos, saltaron Inglaterra y Francia a buscar su premio, las semifinales de un Mundial en el cruce en el que menos sorpresas podía haber, porque cualquiera de los dos tiene pedigrí para serlo.Entre la campeona del mundo y la subcampeona de Europa el respeto se da por descontado. Incluso un poco de miedo en el tramo inicial tampoco sorprende.Los ""bleus"" lanzaron las primeras escaramuzas, con Mbappé y Dembelé como estiletes por las bandas y Giorud como detonador en el área. El máximo goleador histórico de Francia estuvo a punto de agrandar su récord de un cabezazo en una buena combinación entre los tres artilleros galos.Pero fue cinco más tarde cuando Tchouaméni dio en el blanco en un disparo desde la frontal que pilló desprevenido a Pickford y adelantó a los franceses. Era el primer gol en un Mundial del madridista, convertido en patrón del centro del campo francés poco más de un año después de haberse enfundado por vez primera la ""bleu"".Griezmann PasadorEl pase lo dio Griezmann que se convirtió así en el mejor asistente de la historia de Francia.El respeto inicial se fue desvaneciendo, Inglaterra se marchó al frente y Francia, cómoda con el marcador, se dejó hacer, lo que obligó a aparecer a Lloris, en la noche que estrenaba su récord de partidos internacionales, que fue desgranando una serie de paradas, fáciles unas, espectaculares otras.Señalado como el eslabón más débil de Francia, el del Tottenham respondió con contundencia con cinco grandes intervenciones.La resistencia cayó en el 52, cuando Tchouaméni derribó a Saka en el área. El penalti colocó, frente a frente, a los dos capitanes, compañeros en el Tottenham, amigos fuera del campo. El inglés transformó la pena máxima para empatar la contienda y convertirse en el mejor artillero de la historia de Inglaterra junto a Wayne Rooney.El empate aguijoneó a Francia, que se lanzó al ataque, primero con una ocasión de Rabiot y después una incursión de Mbappé. Pero fue fuego fatuo, porque se diluyó la campeona y quedó a merced de una Inglaterra que a lomos de Saka y con un gran Kane buscó la remontada.La tuvo Maguire en el 70 de un buen cabezazo que lamió el poste, y Theo salvó el gol en una ocasión de Saka dos más tarde.Pero en medio del dominio inglés emergió Giroud que se encontró con Pickford en el 77 pero no pudo detener al siguiente el cabezazo del delantero francés tras un gran pase, otra vez, de Griezmann.La vorágine se adueñó del partido y en medio de la tensión del duelo en el 80 Theo Hernández derribó en el área al recién ingresado Mason Mount, un penalti que no vio el árbitro pero sí el VAR.De nuevo Kane, con el punto de mira en la historia, un ojo puesto en su amigo Lloris y el otro en el récord de goles con Inglaterra, fue el encargado de lanzarlo. Pero el atacante, el gran capitán de los ingleses, esta vez lo envió por encima del larguero de su camarada, que celebró el fallo.Ya no tuvo arrestos para más Inglaterra, que sin apenas fe buscó el empate, pero no lo consiguió. No jugará por segundo año consecutivo las semifinales, en las que Francia, sigue buscando la gloria.Ficha técnica:1- Inglaterra: Pickford; Walker, Stones (Grealish, m.98), Maguire, Shaw; Henderson (Mount, m.79), Bellingham, Rice; Saka (Sterling, m.79), Kane y Foden (Rashford, m.85)2- Francia: Lloris; Koundé, Varane, Upamecano, Theo Hernandez; Tchouaméni, Rabiot; Griezmann; Dembelé (Coman, m.79), Giroud y MbappéGoles: 0-1, m.17: Tchouaméni; 1-1, m.54: Kane (p)Árbitro: Wilton Sampaio (BRA), amonestó al inglés Maguire (89) y a los franceses Griezmann (43), Dembelé (47) y Theo Hernandez (82)Incidencias: Partido de cuartos de final del Mundial de Qatar disputado en el estadio Al Bayt de Al Khor ante 68.895 espectadores.Con información de Efe",Francia gana 2-1 a Inglaterra y será rival de Marruecos en semifinal del Mundial
"Para beneficiar a las comunidades más vulnerables del municipio Francisco de Miranda, al sur del estado Anzoátegui, Chevron inició el primero de diciembre, un proyecto para mejorar el acceso y disponibilidad de agua en esta región del país.El proyecto, ejecutado por la Asociación Civil Fomento del Desarrollo Popular (FUDEP), contempla la  rehabilitación del sistema de almacenamiento del agua del Hospital de Pariaguán, así como de dos pozos de agua profunda en las comunidades de San Antonio y Los Pinos.La restauración del sistema hidroneumático del Hospital permitirá el acceso a agua segura para el personal y pacientes, por lo que se beneficiaran un promedio de 15.000 personas anualmente, con la intervención de este centro de salud.“Seguimos contribuyendo con el bienestar de nuestras comunidades. Estamos muy felices de optimizar el acceso de agua limpia a las familias que habitan este municipio”, señaló Joybell Cedeño, líder del departamento de Asuntos Corporativos de Chevron en oriente.Este programa forma parte de los proyectos de inversión social que la empresa realiza en el país en materia de necesidades básicas, que incluye iniciativas de Agua, Saneamiento e Higiene (WASH por sus siglas en inglés), alineado con el Objetivo de Desarrollo Sostenible 6: agua limpia y saneamiento de las Naciones Unidas. En el 2018, Chevron realizó un proyecto similar en el municipio vecino de El Tigre, rehabilitando dos pozos de agua y beneficiando a más de 2.000 familias y 9.000 personas.",Chevron inicia proyecto para mejorar acceso al agua en Anzoátegui
"Caracas.- La inauguración del mural ecológico de tapas más grande del mundo se realizó este sábado 10 de diciembre en la avenida Antonio Machado de Guatire, estado Miranda.La obra del artista Óscar Olivares se exhibe en una exposición organizada por la Alcaldía de Zamora y contará con la presencia de invitados especiales.Olivares compartió en sus redes sociales el flyer oficial del evento y extendió la invitación a los venezolanos.A partir de las 4:00 PM se inaugurará el Mural Ecológico de tapas más grande del Mundo junto al artista @Olivarescfc y la @AlcaldiaZamoraO @razielrod_ un nuevo Guinness World Récord para #Venezuela y #Guatire pic.twitter.com/brIE3P4wiC— Luis Gonzalo Pérez (@luisgonzaloprz) December 10, 2022A través de twitter, Óscar Olivares informó que han hecho 5 murales en 4 estados del país entre ellos: Miranda, Táchira, Zulia y Aragua en apenas 5 meses y reutilizando cerca de 850.000 tapas.Para visitar todos los murales que hemos hecho, hay que visitar 4 estados de Vzla. Miranda, Táchira, Zulia y Aragua.Hemos hecho 5 murales en 4 estados en apenas 5 meses, reutilizando ya casi 850.000 tapas. ¡Este lunes anunciaré cuál será el último del año! pic.twitter.com/Q3BebkpllA— Oscar Olivares (@Olivarescfc) December 10, 2022",Inauguran en Guatire el mural ecológico de tapas más grande del mundo
"Londres.- El príncipe Enrique, hijo menor de Carlos III, y su esposa Meghan fustigan el ""contrato no escrito"" entre la familia real y una prensa británica que los ""explota"", en un controvertido documental estrenado el jueves que también denuncia un racismo latente.""No se nos había permitido contar nuestra historia porque ellos no querían"", afirma la exactriz estadounidense, de 41 años, en uno de los primeros tres episodios de la serie documental ""Harry & Meghan"" difundidos por Netflix.""No se nos permite, siempre ha sido así, hasta ahora"", agregan juntos, explicando como ya desde su primera entrevista conjunta, el 27 de noviembre de 2017, tras el anuncio de su compromiso, todas sus declaraciones y comportamiento fueron ""un reality show orquestado"" por el palacio.""La jauría de corresponsales reales es esencialmente una rama extendida de las relaciones públicas de la familia real, un acuerdo que ha existido durante más de 30 años"", afirma Enrique, de 38 años, que sigue considerando a la prensa sensacionalista responsable de la muerte de su madre, la princesa Diana, en 1997, cuando era perseguida por los paparazzi.""Esta familia es nuestra para explotarla, su trauma es nuestra historia y controlamos la narrativa"" piensan los medios británicos según ese ""contrato no escrito"", agrega el príncipe, señalando una campaña de publicidad negativa contra ellos cuando se resistieron a un acoso que se extendió a los amigos y familiares de Meghan en Estados Unidos. ""Prejuicios inconscientes"" La serie comienza con la historia de amor entre el príncipe y la actriz, una ferviente feminista mestiza criada en el relajado desenfado de Hollywood, y avanza en sus primeros tres capítulos hasta la víspera de su boda en mayo de 2018.Los próximos tres episodios, que aparecerán el 15 de diciembre, se prevén más dañinos para la familia real, por incluir detalles sobre los motivos que llevaron a la pareja a abandonar la monarquía en 2020 para irse a vivir a California.Apenas recuperada de la muerte de Isabel II en septiembre, la realeza se prepara así para acusaciones potencialmente explosivas en un momento en que busca modernizar su imagen, impulsada por los nuevos monarcas Carlos III y Camila, y sus herederos Guillermo y Catalina.El Palacio de Buckingham no hizo comentarios antes del estreno de la serie pero fuentes de la casa real citadas por el diario Daily Mail aseguraron este fin de semana que los monarcas están ""un poco hastiados"" de los constantes ataques.En esta primera entrega ya se alude al racismo que Meghan denuncia haber sufrido, desde el broche con una cabeza de negro lucido por la esposa de un primo de Isabel II en la primera cena de Navidad con la actriz en 2017 hasta imágenes y comentarios sobre el pasado colonial del imperio británico. ""Hay un altísimo nivel de prejuicios inconscientes"", afirma Enrique, que dice que tuvo que corregir la educación que recibió siendo niño. ""Mucho dinero y dar su versión"" Esto llega en el peor momento para la familia real británica, sacudida la semana pasada por un escándalo de racismo por parte de una madrina de Guillermo, que tuvo que dimitir como dama de honor tras hacer comentarios ofensivos a una invitada negra en el Palacio de Buckingham.En una impactante entrevista el año pasado con la estrella de la televisión estadounidense Oprah Winfrey, Enrique y Meghan ya habían acusado a un miembro de la familia real que no citaron de inquietarse por el color de piel que tendrían sus futuros hijos.La serie, con testimonios de amigos y colaboradores de la pareja pero sin ninguno de sus críticos, explica por ejemplo como la excolonia británica de Jamaica fue el centro de una muy rentable trata de esclavos, cuyos barcos estuvieron financiados durante siglos por los reyes ingleses y cuyos beneficios permitieron construir el ""mayor imperio que haya visto el mundo"".La impopularidad de los duques de Sussex en el Reino Unido, donde se los acusa de sacar provecho financiero de la monarquía sin participar de sus obligaciones, no parece que vaya a mejorar con este documental.""Son hipócritas, por un lado dicen que quieren privacidad y por el otro miren lo que publican"", dijo a la AFP el comentarista real Richard Fitzwilliams, que ha trabajado para medios como la británica BBC y la estadounidense CNN.En su opinión ""lo hacen por dos razones: ganar mucho dinero y dar su versión, como una forma de venganza"". Pero no se dirigen al público británico sino ""al mundo entero con Estados Unidos en el centro"", considera.","""Harry & Meghan"" fustiga a la prensa británica, la familia real y el racismo"
"Caracas.- El comandante estratégico operacional, Domingo Hernández Lárez, informó que funcionarios de la Fuerza Armada Nacional inhabilitaron ""pistas clandestinas"" ubicadas en el Parque Nacional Canaima. #FANB desplegada en el Parque Nacional Canaima, inhabilitando las pistas clandestinas usadas por traficantes de minería ilegal, para burlar a la autoridad en la depredación ambiental de las Áreas Protegidas. pic.twitter.com/v4HFMFZc7A— GJ. Domingo Hernández Lárez (@dhernandezlarez) December 10, 2022A través de su cuenta en twitter reportó que las pistas eran usadas por grupos dedicados al tráfico ilegal de minería.En otro procedimiento, efectivos de la Guardia Nacional Bolivariana (GNB) realizaron labores de escudriñamiento en el Sur del Lago, en el estado Zulia, donde inhabilitaron unas pistas clandestinas, empleadas para el tráfico de sustancias estupefacientes. En el Edo Zulia #FANB realiza operaciones de escudriñamiento en el Sur del Lago para erradicar el tráfico ilegal de drogas a través de inutilización de pistas clandestinas y destrucción de estructura logística TANCOL. 1200 Lts de Jet A-1 son localizados y destruidos en la maleza. pic.twitter.com/9Pp5dxAT5k— GJ. Domingo Hernández Lárez (@dhernandezlarez) December 10, 2022#FANB y OSC del Estado, en la lucha contra el tráfico de contrabando a través de las áreas verdes o trochas fronterizas. pic.twitter.com/p9cOw0YSKE— GJ. Domingo Hernández Lárez (@dhernandezlarez) December 10, 2022",Fuerza Armada Nacional Bolivariana destruyó pistas clandestinas en Bolívar y Zulia
"Caracas.- Venezuela dejará de hacer pruebas de detección de la Covid-19 en los aeropuertos este 31 de diciembre, por lo que las personas que ingresen al país no necesitarán pagar este test que ha sido obligatorio desde 2020, informó este sábado el presidente del Instituto Nacional de Aeronáutica Civil (INAC), Juan Teixeira.""A partir del 31 de diciembre de este año ya el protocolo de bioseguridad para covid-19 va a eliminar la prueba PCR que hacíamos en los aeropuertos a todos los pasajeros que ingresaban al país"", anunció el funcionario en declaraciones al canal estatal VTV.Consideró que esta medida ""es una buena noticia para el sector aéreo"" pues, con ella, se le quitará una carga impositiva a los boletos internacionales con destino a Venezuela que debían cargar unos 60 dólares al precio, que eran para el pago del test que se realiza al aterrizar.""Teniendo boletos aéreos más económicos… se hace más atractivo a Venezuela como destino turístico"", subrayó.En marzo de 2020, Venezuela suspendió todos los vuelos internacionales debido a la pandemia, una medida que el Gobierno empezó a flexibilizar a finales de ese año con algunas frecuencias permitidas bajo controles estrictos.La conectividad aérea del país se duplicó en 2022, respecto al año pasado, y las autoridades prevén que siga creciendo, especialmente luego de retomar frecuencias con destinos tradicionales como España y Colombia. Información de Efe.",Venezuela pondrá fin a pruebas de Covid-19 en aeropuertos tras casi dos años
"Caracas, 30 de noviembre 2022.- La Casa Pampero presenta una nueva imagen premium unificada y suma a su portafolio el Ron Añejo Pampero Especial para completar una línea de productos armoniosa y elegante, que destaca y comunica los atributos que la califican mundialmente como excepcional y que es sinónimo de Venezuela alrededor del mundo.Los célebres elementos del ron Pampero Aniversario: botella redondeada inspirada en la tapara; sello en relieve con su distintivo hombre a caballo y su etiqueta orlada, son los elementos unificadores de la nueva cara del portafolio, diseñado para conectar con su historia y proyectarse al futuro a través del mensaje: todo cambia, la esencia permanece.   Con este lanzamiento se rinde tributo a los fundadores de la marca “que reflejan el espíritu de un país emprendedor que se abre caminos con pasión genuina, con valentía, seguros de su propósito, para seguir explorando y compartiendo con el mundo un legado”, explica Jessika Uzcategui, directora de mercadeo de Diageo Venezuela.Con más de 84 años en el mercado y en pleno esplendor, Pampero está presente en más de 40 países de cuatro continentes. Con su nuevo portafolio ofrece una imagen internacional consolidada, premium, y contemporánea en sus tres variantes.  Fiel a su esencia pionera se mantiene a la cabeza de uno de los rones venezolanos más premiados del mundo. Solo este año ha ganado 15 medallas en las competencias internacionales más respetadas en Inglaterra y Estados Unidos. “La identidad global del portafolio nos permitirá continuar escalando mercados y sumando reconocimientos para el país”, agrega Federico Mendoza, gerente general de Diageo Venezuela.Todo cambia, la esencia permaneceLa campaña para presentar al nuevo Pampero es “una invitación a todos los venezolanos a que manifestemos externamente nuestras cualidades, a conectarnos con esa fuerza interna que es la versión más grande de nosotros, para permitirnos avanzar por la vida con plenitud, en clara analogía con la identidad una marca venezolana única, que evoluciona y permanece fiel a su esencia”, destaca el gerente general de Diageo.La imagen gráfica actualizada está concebida para resaltar la excepcionalidad y las credenciales de sus líquidos con empaques que hablan de lujo y contemporaneidad. Adaptándose a las preferencias y a las actuales tendencias del mercado, un portafolio fácilmente distinguible por componentes relevantes que definen la ocasión para su consumo:   Ron Pampero Aniversario: la joya de la Casa Pampero, muestra el orgullo por su esencia con el nombre de Venezuela tallado a los pies de su exclusiva botella. El artístico nuevo sello en cobre y detalles en relieve metalizado en su etiqueta blanca ribeteada, comunican la exclusividad del líquido. Su funda inconfundible de cuero con detalles impresos con minuciosidad y una tapa visible de corcho natural, resguardan su preciado galardonado en algunas de las competencias internacionales más prestigiosas alrededor del mundo. Su consumo perfecto es en las rocas o en un Old Fashioned, ideal para cerrar el día o para las celebraciones más especiales.Ron Pampero Selección:  su nueva silueta de curva suave, tapa metálica y etiqueta del color de los barriles de roble en los que reposó, guarda la majestuosa y armónica combinación de rones añejados, seleccionados y mezclados artesanalmente para obtener la perfección. Es ideal servido con tónica y naranja para una mezcla de sabores sofisticada y exquisita.Ron Pampero Especial: es la incorporación que unifica la presentación global de la marca y que distingue, ahora, a la armoniosa mezcla de rones añejos. Su deslumbrante color dorado define el tono de su etiqueta y de su tapa metálica. Descrito como “rico, indulgente y extremadamente delicioso”, su presentación contemporánea y brillante resaltan las notas sensoriales a vainilla, caramelo y fruta madura que lo identifican. Consumirlo en mojito de parchita o en el clásico Cuba Libre, siempre es un acierto.El cambio gráfico de Pampero lo sitúa dentro de “los estándares de premiumness del mercado internacional y demarca el camino de grandeza que seguirá recorriendo la marca durante los próximos años”, agrega Mendoza.El espíritu de que lo somosPampero, Ron de Venezuela con Denominación de Origen Controlado, nació en 1938 de la mano de los emprendedores Alejandro Hernández y Luis Manuel del Toro, en la urbanización Quinta Crespo de Caracas. A partir de 1950 sus rones son elaborados en la hacienda La Guadalupe, ubicada en los Valles del Tuy.  Con el propósito que en Venezuela se produjera el mejor ron del mundo, Pampero procesó en 1954 el primer añejo certificado en el país con 2 años de envejecimiento, lo que elevó estándares de calidad de los destilados producidos en el país, marcando un antes y un después en la historia del ron en Venezuela.   Acerca de Diageo: Diageo es una compañía dedicada a la comercialización y producción de bebidas premium disfrutadas por millones de personas en todo el mundo. Globalmente, participa en las categorías de licores, cervezas y vinos. Nuestro portafolio abarca marcas icónicas como los rones venezolanos CACIQUE® y PAMPERO®; los whiskys escoceses JOHNNIE WALKER®, BUCHANAN’S®, CHEQUERS®, HAIG SUPREME®, BLACK & WHITE® y OLD PARR®; también está la crema de whisky BAILEYS®; el vodka y la ginebra GORDONS®, producida localmente; y las bebidas listas para tomar de fabricación nacional SMIRNOFF® ICE, SMIRNOFF® y GREEN APPLE BITE. En Venezuela, Diageo está presente desde 1997, más de 20 años de historia continua, creciente y responsable en Venezuela.Diageo, como organización comprometida a largo plazo con el desarrollo de Venezuela, contempla un portafolio de inversión social, que en el marco de nuestra estrategia de Sostenibilidad y Responsabilidad tiene dos prioridades: liderazgo enfocado en el consumo responsable de alcohol en la sociedad, a través de nuestras plataformas de información, educación y capacitación en CONSUMO RESPONSABLE de bebidas alcohólicas, entre las que se encuentra DRINKIQ.com; y contribuir al desarrollo de comunidades prósperas, a través del programa “APRENDIENDO PARA LA VIDA”, el cual busca transformar la vida de personas mayores de edad a través de la educación en oficios de GESTIÓN DE BARES Y RESTAURANTES y LIDERAZGO EN VENTAS",Ron Pampero celebra la esencia de lo que somos con su nueva imagen premium y el lanzamiento de Ron Pampero Especial.
"La quinta y última estación, denominada “Pico Espejo”, del Sistema Teleférico Mukumbarí ubicado en el estado Mérida, será reactivada para enero de 2023, según dio a conocer el ministro para el Turismo, Alí Padrón.Padrón señaló vía Twitter que la apertura de la estación Pico Espejo se realizará como parte de la Feria Internacional del Sol que se realiza en la entidad.Próximamente, para el mes de enero en el marco de la Feria Internacional del Sol del estado Mérida, estaremos reactivando la última estación Pico Espejo.¡Venezuela abierta al futuro!3/3@NicolasMaduro @delcyrodriguezv @TareckPSUV @JEHYSONGUZMAN pic.twitter.com/6HamNoBnKZ— Alí Ernesto Padrón Paredes (@AliErnesto32) December 10, 2022Estación Loma RedondaEn este contexto, la cuarta Estación Loma Redonda fue reactivada este viernes, según detalló Padrón, asimismo, indicó que con “esta apertura se concreta 90 % de la operatividad recuperada del teleférico”.El jefe de la cartera de Turismo resaltó que “con esta nueva apertura de otra de las estaciones se demuestra que Venezuela continúa superando las sanciones y el bloqueo en contra de la Patria”.Superando las sanciones y el bloqueo en contra de nuestra Patria, seguimos adelante con las alianzas estratégicas entre @ventelefericos , la empresa Railteco Rail y la mano de obra de nuestros trabajadores venezolanos.2/3 pic.twitter.com/0yYNmwgSqd— Alí Ernesto Padrón Paredes (@AliErnesto32) December 10, 2022",La estación Pico Espejo del Teleférico de Mérida será reactivada en enero
"Los países de la Unión Europea llegaron este sábado a un acuerdo para desbloquear el paquete de 18.000 millones de euros de ayuda financiera a Ucrania para el año que viene, sorteando así el veto que ha mantenido Hungría.""Ucrania puede contar con la UE. Continuaremos apoyando a Ucrania, también financieramente, tanto tiempo como sea necesario. (...) Ucrania puede contar con apoyo financiero de la UE a lo largo de 2023"", confirmó en un comunicado el Consejo de la UE, la institución que representa a los países.Los países de la UE han encontrado así una solución que les permite sortear el veto de Hungría, que ha mantenido bloqueada la ayuda a Ucrania como medida de chantaje para que sus socios europeos dieran luz verde a su plan de recuperación y no le congelen los fondos por cuestionarse su respeto al Estado de Derecho.La solución aprobada pasa porque Bruselas pueda captar los 18.000 millones de euros con emisiones de deuda avaladas únicamente por los países de la UE y no con el presupuesto comunitario.De esta forma, los Veintiséis países de la UE logran sortear así la unanimidad que se requeriría si los avales salieran del presupuesto de la UE.Esta segunda opción, no obstante, no está descartada, explicaron a la agencia de noticias Efe fuentes europeas, ante la posibilidad de que Hungría acabe dando marcha atrás y acepte participar en la ayuda financiera a Ucrania.Bruselas podrá empezar a emitir deuda cuando el Parlamento Europeo apruebe el paquete de ayuda financiera, un requisito para el que no se esperan contratiempos.Mientras tanto, la Comisión Europea siguió insistiendo este viernes en la necesidad de congelar 7.500 millones de euros de fondos regionales a Hungría por sus problemas con el Estado de Derecho.Esto obligará a celebrar un nuevo consejo de ministros de Finanzas antes de que acabe al año para abordar la cuestión, ya que si no hay una decisión antes del 19 de diciembre el proceso decaerá.Los socios tendrán que decidir asimismo sobre el plan de recuperación húngaro, aprobado por la Comisión también el miércoles pasado tras haber acordado con Budapest la introducción de 27 reformas relacionadas con el fortalecimiento del Estado de derecho como condición para el inicio del pago de las ayudas.Si los Estados miembros no lo aprueban formalmente antes de que acabe el año, Hungría perdería el 70% de los fondos que tiene asignados, es decir, unos 4.600 millones de los 5.800 millones en ayudas directas. Con información de Efe",Los países de la UE logran desbloquear la ayuda de 18.000 millones a Ucrania
"Oslo.- Los ganadores de Ucrania, Rusia y Bielorrusia del Premio Nobel de la Paz rechazaron la guerra ""insensata y criminal"" de Vladimir Putin, al recibir el sábado el prestigioso galardón en Oslo.Originarios de los tres principales países involucrados en el conflicto, el militante bielorruso Ales Beliatski (encarcelado en su país), la oenegé rusa Memorial (disuelta por la justicia) y el Centro para las Libertades Civiles (CCL) de Ucrania, fueron laureados por su compromiso en favor ""de los derechos humanos, la democracia y la coexistencia pacífica"" frente a las fuerzas autoritarias, destacó AFP.""El pueblo de Ucrania quiere la paz más que nadie en el mundo"", declaró la directora del CCL, Oleksandra Matviichuk, en la ceremonia de entrega.""Pero la paz para un país atacado no se consigue deponiendo las armas. Eso no sería paz, sino ocupación"", agregó.Creado en 2007, el CCL informa sobre los crímenes de guerra de las tropas rusas y prorrusas en Ucrania. Tras los bombardeos rusos contra las infraestructuras energéticas ucranianas, Matviichuk tuvo que escribir su discurso de agradecimiento del Nobel a la luz de una vela, dijo a la AFP en una entrevista antes de la ceremonia.En nueve meses de invasión rusa, el CCL contabilizó ""más de 27.000 episodios"" de crímenes de guerra, según ella, y esto es ""solo la punta del iceberg"".""La guerra transforma a la gente en números. Tenemos que devolverles un nombre a todas las víctimas de los crímenes de guerra"", dijo.""Aspiraciones imperiales"" de PutinCon la voz quebrada por la emoción, Matviichuk pidió una vez más la creación de un tribunal internacional para juzgar a ""Putin, [su aliado, el dirigente bielorruso Alexander] Lukashenko y a otros criminales de guerra"".El presidente de Memorial, el ruso Yan Rachinski, denunció por su parte las ""aspiraciones imperiales"" en su país, herederas de la URSS.La Rusia de Putin ha tergiversado el sentido histórico de la lucha antifascista ""en beneficio de sus propios intereses políticos"", dijo.Ahora, ""resistirse a Rusia equivale al fascismo"", insistió. Esta distorsión proporciona una ""justificación ideológica a la insensata y criminal guerra de agresión contra Ucrania"", dijo, pese a la prohibición impuesta en Moscú de criticar públicamente la invasión.Memorial, que fue fundada en 1989, se dedicó a denunciar los crímenes cometidos durante el periodo estalinista de la Unión Soviética, además de alertar de vulneraciones de derechos humanos en Rusia.La justicia rusa disolvió a finales de 2021 esta oenegé y decidió requisar sus oficinas el 7 de octubre de este año, el mismo día en que le dieron el Nobel de la Paz.""Actualmente, el número de presos políticos en Rusia es superior al número total en toda la Unión Soviética a principios del periodo de la perestroika en los años 1980"", alertó Rachinski.""Una dictadura esclava""El tercer galardonado, el activista bielorruso Ales Beliatski, fundador de la oenegé de defensa de los derechos humanos Viasna, está en la cárcel desde julio de 2021. A la espera del juicio en el que puede ser condenado a 12 años de cárcel por ""contrabando"" a favor de la oposición del régimen represivo de Lukashenko, este militante de 60 años no estuvo autorizado a transmitir un discurso de agradecimiento por el Nobel.En su nombre, su esposa Natalia Pinchuk, tuvo que limitarse a repetir algunas de sus palabras, especialmente las que hacen referencia a la lucha contra ""la internacional de las dictaduras"".En Ucrania, Rusia quiere establecer ""una dictadura esclava, la misma cosa que en la Bielorrusia actual, donde la voz del pueblo oprimido es ignorada, con bases militares rusas, una gran dependencia económica, una rusificación de la cultura y la lengua"", dijo.""La bondad y la verdad deben poder protegerse"", añadió.Los actos de los otros Nobel (Medicina, Física, Química, Literatura y Economía) se celebraran en la capital sueca Estocolmo, donde asisten hasta 26 galardonados.Esta cifra especialmente elevada se debió a que este año también se dieron los Nobel concedidos en 2020 y 2021, cuando las ceremonias de entrega no pudieron celebrarse a causa del covid-19.","Al recibir el Nobel de la Paz, ucranianos y rusos critican la guerra ""insensata"" de Putin"
"Caracas.- El presidente del Instituto Autónomo de Transporte de Caracas (Intrac), G/B Miguel Gallegos, inspeccionó este jueves el protocolo de acceso a las instalaciones del Terminal de pasajero La Bandera, con miras al Operativo de Navidad 2022.A través de su cuenta en Instagram, el Intrac informó que en compañía de efectivos de los organismos de seguridad que resguardan la terminal terrestre, se realizó la verificación de las áreas de acceso y salida de pasajeros y trabajadores.Al mismo tiempo, detalló en la red social, que en la inspección se verificaron los avances de los trabajos de mantenimiento en áreas internas y externas, para comprobar la optimización del servicio, que se presta a quienes a diario acuden al terminal y para aquellos que harán uso de las instalaciones en la zafra decembrina.Según información de la Alcaldía de Caracas, la estación de buses, moviliza a 10.000 personas por día, en las rutas de las líneas que tienen como destinos la zona occidental y andina del país.",Inspeccionan terminal de pasajeros La Bandera para garantizar seguridad de usuarios
"La Comisión Disciplinaria de la Federación Internacional de Fútbol Asociación​ (FIFA) ""ha abierto un procedimiento"" contra la Asociación Argentina (AFA) y la Federación Neerlandesa de Fútbol (KNVB) ""por posibles infracciones"" del artículo 12 del Código Disciplinario, que se refiere ""a conducta indebida de jugadores y oficiales"", durante el tenso partido de los cuartos de final del Mundial 2022, disputado este viernes en el estadio de Lusail y con triunfo de la Selección Albiceleste en la tanda de penales.Además, la AFA también se expone a posibles infracciones del ""artículo 16 (orden y seguridad de los partidos)"", según añadió la FIFA en el comunicado publicado este sábado en su página web oficial.Durante el desarrollo del encuentro, hubo enfrentamientos entre los jugadores de ambos equipos, además de diversas protestas al árbitro del choque, Antonio Mateu Lahoz, aparte de declaraciones contra la actuación del colegiado por parte de los futbolistas de ambos conjuntos al término del partido.Con información de Efe","FIFA abre procedimiento por ""conducta indebida"" a Argentina y Países Bajos"
