body,title,url
"Ha sido hasta ahora una superestrella del hip hop, ganador de 22 premios Grammy y un famoso incontestable tras su matrimonio -y posterior divorcio- de Kim Kardashian. Aparte de todo esto, ha sido aspirante a presidente en Estados Unidos y Simpatizante de Donald Trump. Su carrera y su vida han estado marcados también por la bipolaridad, una enfermedad que determina parte de su comportamiento. “Odio ser bipolar, es maravilloso”, ha publicado en redes sociales. Sus últimas intervenciones públicas han sido para decir que admira muchas cosas de Hitler y para descalificar a Elon Musk.",Videoanálisis | ¿Qué está pasando con Kanye West?,https://elpais.com/videos/2022-12-08/videoanalisis-que-esta-pasando-con-kanye-west.html?autoplay=1
"El jurista Santiago Muñoz Machado (Pozoblanco, Córdoba, 73 años), catedrático de Derecho Administrativo, fue reelegido para cuatro años más como director de la Real Academia Española (RAE) en el pleno que se celebró el 1 de diciembre. Los estatutos de la institución permiten “optar, excepcionalmente, a dos reelecciones”. Cuando fue elegido por primera vez, en diciembre de 2018, la RAE atravesaba una situación económica complicada, que se alivió con una inyección económica del Estado de cinco millones de euros en 2019. Alejados esos nubarrones, para su segundo mandato Muñoz Machado afirma, en su primera entrevista tras la reelección, que afronta varios retos que deben de cumplirse en tres años, sobre todo ediciones de varias obras académicas, y otros a más corto plazo, como el noveno Congreso Internacional de la Lengua Española, que se celebrará del 27 al 30 de marzo de 2023 en Arequipa (Perú), enfocado en “el mestizaje y la interculturalidad”. El 31º director de la RAE desde el nacimiento de la institución en 1713 es premio Nacional de Ensayo (2013) y de Historia (2018). Su último libro, sobre la vida y obra de Cervantes, es un tocho (si nos agarramos a la coloquial cuarta acepción de esta palabra) de 1.100 páginas, publicado este año.","Santiago Muñoz Machado, director de la RAE: “No nos encontramos que en la calle la gente utilice eso que se llama lenguaje inclusivo”",https://elpais.com/cultura/2022-12-11/santiago-munoz-machado-director-de-la-rae-no-nos-encontramos-que-en-la-calle-la-gente-utilice-eso-que-se-llama-lenguaje-inclusivo.html
"El valor més destacable d’Autodefensa (una producció de Filmin) és la llibertat i convicció amb què està feta. Començant per la parella protagonista -Berta Prieto i Belén Barenys-, guionistes, o el director, Miguel Ángel Blanca. Hi ha algun artifici deliberadament visible en la il·luminació, hi ha llibertat en el gramatge i format de les imatges del qual presenta un repertori poc restringit, hi ha llibertat argumental en la construcció dels diàlegs... I cal que les actrius, com fan, transmetin convicció en uns personatges per poder acceptar determinats diàlegs que, en altres circumstàncies, caurien en un descarat postureig.","‘Autodefensa’, aire fresc",https://elpais.com/quadern/2022-12-10/autodefensa-aire-fresc.html
"Hace unos días, en algún lugar del espacio, a miles de kilómetros de la Tierra, sucedió uno de esos momentos que pueden mantener en vilo a todo un planeta. Las enormes antenas del centro de seguimiento de la NASA en Goldstone, California, se quedaron repentinamente fuera de servicio. La comunicación con la nave Artemis I que sobrevolaba la Luna se perdió por completo.","‘Artemis I’, a punto de hacer historia al zambullirse en el Pacífico",https://elpais.com/ciencia/2022-12-11/la-artemis-i-se-prepara-para-hacer-historia-al-zambullirse-en-el-pacifico.html
"Quiero que todo poema repose en la intensidad”. Estaba leyendo Horas de invierno, de la gran poetisa de la naturaleza estadounidense Mary Oliver (Errata Naturae, 2022), cuando tras subrayar la frase “cuánta esperanza depositamos en aquellos días de verano, bajo las nubes limpias, blancas, apresuradas”, fui a dar con el famoso verso de Robert Frost (Olivier le dedica un capítulo al maestro) “nada dorado puede permanecer”. Me quedé pensando dónde había oído esas palabras y todo el maravilloso poema que arranca con el verso “Nature first green is gold” hasta esa última línea imperecedera, “nothing gold can stay”, y que da nombre a la composición. Y entonces lo recordé: hace muchos años, en la película Rebeldes, de Coppola. Es una escena preciosa, los jóvenes Johnny (Ralph Macchio) y Ponyboy (C. Thomas Howell) están escondidos en una iglesia abandonada, y en un momento de amanecer, arrebatado por la esplendorosa y melancólica belleza del incendiado horizonte a la que Johnny no consigue ponerle las palabras exactas, Ponyboy recita el poema de Frost, que se convierte en una metáfora de vidas e inocencias perdidas.",“Por las cenizas de sus padres y los templos de sus dioses”: grandes momentos de poemas en el cine,https://elpais.com/cultura/2022-12-10/por-las-cenizas-de-sus-padres-y-los-templos-de-sus-dioses-grandes-momentos-de-poemas-en-el-cine.html
"La noche que Neymar igualó a Pelé como máximo anotador de la selección brasileña, también le alcanzó en su desencanto con la Copa del Mundo. En 1966, lesionado y después de quedar fuera en Inglaterra, O Rei anunció que nunca regresaría al torneo que ya había ganado dos veces. Siempre tenía mala suerte, lamentaba, después de haberse lesionado también en el de 1962. Neymar perdió dos veces el Mundial. Después de la última, en los penaltis contra Croacia, dejó palabras que evocaron al convaleciente Pelé: “Decir que es el final sería precipitarme, pero tampoco garantizo nada”, dijo el futbolista, que en 2026 tendrá 34 años.",Un desamor mundial como el de Pelé,https://elpais.com/deportes/mundial-futbol/2022-12-11/un-desamor-mundial-como-el-de-pele.html
"La policía y el tiki-taka. Dice el dicho que “no se debe robar una vela para leer la biblia”. De modo que, sin olvidar la corrupción como pecado original que nos trajo hasta aquí, es hora de reconocer que el de Qatar es un gran Mundial. Organización irreprochable, estadios maravillosos, juego de alto nivel. También emociones que solo el fútbol puede producir concentradas en pocos kilómetros cuadrados, sin grandes incidentes que lamentar. Hablar bien de Qatar es tan arriesgado como criticar a los equipos que tienen mucha posesión de balón. Pero es tan cierto que Doha es en estos días una gran fiesta gracias al fútbol, como que Marruecos le regaló el balón a España para terminar ganándole lícita y épicamente. Para seguir mezclando cosas de distinta naturaleza, no me gusta que Occidente sea la policía cultural del mundo sin tener en cuenta contextos geográficos e históricos, ni tampoco el tiki-taka masturbando la pelota sin llegar al orgasmo.",Masturbar la pelota sin llegar al orgasmo,https://elpais.com/deportes/mundial-futbol/2022-12-10/regalar-la-pelota.html
"Si la cara es el espejo del alma, podría argumentarse que el metro es el espejo de Nueva York. O quizá su cara. O tal vez su alma. El tópico de que es la ciudad que nunca duerme es, en parte, gracias a que su principal transporte público está abierto 24 horas al día. Era en sus vagones donde cristalizaba esa Nueva York en el que todas las clases sociales convivían, aunque fuera de camino a trabajos de muy distinta remuneración. Los metros atiborrados de grafitis fueron la vistosa postal de desigualdad patrocinada por el neoliberalismo de Ronald Reagan. Y gracias al metro, Nueva York es la gran ciudad estadounidense en la que sus ciudadanos caminan por la calle y se relacionan de una manera tan distinta a Miami o Los Ángeles.",24 horas en el metro de Nueva York,https://elpais.com/eps/2022-12-10/24-horas-en-el-metro-de-nueva-york.html
"El periodista estadounidense Grant Wahl, de 48 años, murió el viernes mientras trabajaba en el Mundial de fútbol en Qatar. Wahl, uno de los reporteros deportivos más célebres de EE UU, se desplomó en la zona de prensa mientras cubría para la CBS los cuartos de final Argentina-Países Bajos. Fue trasladado a un hospital cercano, pero no pudo ser reanimado. El periodista español Rafael Cores, residente en Estados Unidos, estaba a su lado durante el partido. “Estoy en shock. Solo unos minutos antes se reía de un chiste que vimos en Twitter”, ha expresado en redes sociales. De hecho, Wahl escribió varios tuits durante el encuentro.",Muere el periodista Grant Wahl mientras cubría el Mundial de Qatar,https://elpais.com/deportes/mundial-futbol/2022-12-10/muere-el-periodista-grant-wahl-mientras-cubria-el-mundial-de-qatar.html
"EL PAÍS puso en marcha en 2018 una investigación de la pederastia en la Iglesia española y tiene una base de datos actualizada con todos los casos conocidos. Si conoce algún caso que no haya visto la luz, nos puede escribir a: abusos@elpais.es. Si es un caso en América Latina, la dirección es: abusosamerica@elpais.es.",Pederastia en el Valle de los Caídos: “Nos daba una copita de licor benedictino y abusaba de nosotros”,https://elpais.com/sociedad/2022-12-09/pederastia-en-el-valle-de-los-caidos-nos-daba-una-copita-de-licor-benedictino-y-abusaba-de-nosotros.html
"Varios cientos de personas se han concentrado esta mañana en Pamplona “en defensa de la Guardia Civil” y en rechazo del acuerdo entre el Gobierno y EH Bildu para ceder las competencias de tráfico al Gobierno de Navarra a cambio del apoyo abertzale a los Presupuestos Generales del Estado (PGE) para 2023. La protesta por el acuerdo entre Pedro Sánchez y “los herederos de la banda asesina ETA” ha contado con la presencia de los máximos dirigentes de Ciudadanos, Inés Arrimadas, y Vox, Santiago Abascal, que eludido salir juntos en las fotos, y también de dirigentes del PP, pero no Alberto Núñez Feijóo.",La concentración en Pamplona contra la cesión de tráfico a Navarra y en apoyo de la Guardia Civil congrega a cientos de personas,https://elpais.com/espana/2022-12-11/cientos-de-personas-se-concentran-en-pamplona-en-contra-de-la-cesion-de-trafico-al-gobierno-navarro-y-en-apoyo-de-la-guardia-civil.html
"Piense en un día cualquiera en su vida. Es probable que lo primero que haga al levantarse sea consultar el correo electrónico en su iphone de Apple y que allí encuentre el último recibo de la luz de Iberdrola y la tarjeta de embarque de su próximo vuelo con Iberia o British Airways a Londres, donde adelantará las compras navideñas en Harrod’s. Una vez chequeado el e-mail, se dispondrá a desayunar y entre los productos que tomará lo más seguro es que haya alguno elaborado por Nestlé. Tras reponer fuerzas, arrancará su Volkswagen Golf para desplazarse a la oficina, un edificio propiedad de Colonial, y por el camino echará gasolina en una estación de Cepsa. El almuerzo lo pagará con su tarjeta Visa. Y por la noche quedará con amigos para ver el partido de Champions entre el PSG y el Manchester City. Usted probablemente no sea consciente, pero su vida gira cada vez más en torno a empresas que tienen un denominador común: algunos de sus accionistas más destacados son fondos soberanos, gigantescos entramados de inversión propiedad de Estados enriquecidos a golpe de pelotazo energético o de las materias primas o —en menor medida— del comercio impulsado por la globalización.",Los nuevos amos del mundo: cómo los petrodólares de los fondos soberanos lo compran (casi) todo,https://elpais.com/economia/negocios/2022-12-03/los-nuevos-amos-del-mundo-como-el-dinero-marron-de-los-fondos-soberanos-lo-compra-casi-todo.html
"El deterioro institucional más grave que aqueja a la democracia española es la parálisis y el bloqueo a la renovación del órgano de gobierno de los jueces —cuatro años con el mandato caducado— y del Tribunal Constitucional —cuatro meses— y con un grupo de vocales conservadores del Consejo General del Poder Judicial (CGPJ) constituido en comando rebelde impidiendo la renovación del tribunal de garantías. Así lo entiende Bruselas, cuyas llamadas al orden para acabar con esta antidemocrática e inconstitucional situación de bloqueo han sido y son constantes. Las llamadas son en vano porque ni el PP ni los miembros del CGPJ que actúan como su brazo ejecutor en estos órganos constitucionales han consentido que se cumpla la ley y se proceda a la renovación. Excusa tras excusa, han utilizado las reglas de la ley para impedir la aplicación de la ley, manteniendo un férreo control como si la justicia les perteneciera. Se está utilizando el CGPJ como un muro frente a la democracia que sí se expresa en los poderes legislativo y ejecutivo nacidos de las urnas cada cuatro años. Todo se renueva en los plazos que marca la Constitución menos los representantes del poder judicial que se resisten a soltar el control.",Desbloqueo judicial,https://elpais.com/opinion/2022-12-11/desbloqueo-judicial.html
"¿Es posible desarrollar una carrera profesional satisfactoria en un ámbito rural? A juzgar por la opinión de los expertos, sí, pero para ello es necesario abordar toda una serie de desafíos que hagan de esta una realidad no solo posible sino plenamente atractiva. Se da hoy un hecho contradictorio: muchas empresas rurales tienen dificultades para cubrir plazas especializadas, pero gran parte de los jóvenes que marchan a las ciudades a estudiar no regresan por miedo a no encontrar puestos que encajen con su formación. “La mayoría de los jóvenes que salen de las zonas rurales no vuelven, porque creen que no hay oportunidades para ellos. Pero, de hecho, lo que pasa es lo contrario: muchas empresas rurales no encuentran el talento profesional que necesitan. Y no hablamos solo de empleos en agricultura y turismo, sino de ámbitos muy diversos como ingenierías, salud, marketing, asistencia o dinamización social y cultural”, explica Mireia Font, gerente del Consorcio GAL Alt Urgell-Cerdanya, uno de los 284 grupos de acción local que trabajan en España al amparo del programa Leader de la Unión Europea, y que impulsa el desarrollo económico y social de las zonas rurales.",Se buscan jóvenes preparados para trabajar en entornos rurales,https://elpais.com/economia/formacion/2022-12-09/se-buscan-jovenes-preparados-para-trabajar-en-entornos-rurales.html
"Una copia bastante dañada del Salvator Mundi, de Leonardo da Vinci (1452-1519), fue vendida por más de un millón de euros en una subasta online en Christie’s el pasado 28 de noviembre. Su precio estimado estaba entre 10.000 y 15.000 euros. La obra está atribuida a “la escuela italiana” y con fecha “alrededor de 1600″. En la ficha de la casa de subastas se especifica que la pieza, sin marco, es posterior al artista renacentista. Una serie de características que, a priori, parecen más disuasorias que atractivas. Pero, tras 11 días expuesta en la web de Christie´s, el último día se produjo una batalla entre unos pocos comerciantes. En minutos, las ofertas fueron escalando y el precio se disparó hasta más de un millón de euros. ¿Qué pasó? ¿Por qué una copia posterior a Leonardo da Vinci llegó hasta esa cantidad? Una vez más, como todo lo que rodea al pintor y a este cuadro, hay más misterios que certezas.",Crece el misterio de Leonardo da Vinci: una copia del ‘Salvator Mundi’ cuesta un millón de euros,https://elpais.com/cultura/2022-12-10/la-locura-del-mercado-del-arte-por-que-una-copia-de-leonardo-da-vinci-salta-de-15000-a-un-millon-de-euros.html
"Conocer qué productos usar para limpiar el oído de cera acumulada de manera efectiva y con seguridad resulta esencial en nuestro día a día. En principio, mantener una higiene adecuada mientras nos duchamos sería suficiente para mantener esta secreción natural del cuerpo a raya. Pese a ello, y como indica a EL PAÍS Escaparate el doctor Xavier González-Compta, especialista en Otorrinolaringología en el Hospital QuironSalud Barcelona y director de Àrea Otomèdic, además de miembro de Top Doctors, “sí es conveniente el secado mediante un pañuelo de papel que absorba el agua”.",Cómo limpiar la cera de los oídos y 10 productos eficaces para lograrlo sin hacerte daño,https://elpais.com/escaparate/2022-03-09/como-limpiar-la-cera-de-los-oidos-y-nueve-productos-eficaces-para-lograrlo-sin-hacerte-dano.html
"El giro en la política antipandémica en China ha sido tan repentino que a la actual ola de covid, que golpea fuerte en ciudades como Pekín, se le une otra de humor y memes en redes sociales que, de algún modo, contribuyen a amortiguar el golpe del virus. Circulan todo tipo de chistes. Uno dice: “Si vives en Pekín y no tienes al menos 10 amigos con covid… ¿Acaso tienes amigos?”. En otro, el pueblo chino, como si fuera un coro griego, le inquiere al Gobierno cuándo pondrá punto final a la ya difunta política de cero covid:",China abraza una nueva vida sin la política de covid cero,https://elpais.com/internacional/2022-12-10/china-abraza-una-nueva-vida-sin-la-politica-de-covid-cero.html
"Cada vez suenan más acentos del español en Madrid, que se ha convertido en la Miami europea en muy poco tiempo. La capital española rivaliza con la ciudad del sur de Florida, tradicional destino de los millonarios latinoamericanos para expandir sus empresas y dar refugio a su capital. “Madrid está de moda en Latinoamérica. Desde la pandemia es muy conocida por haber mantenido la actividad, por sus buenas infraestructuras, transportes y su seguridad. Y porque el Gobierno regional quita trabas a las empresas que se instalen aquí”, saca pecho el vicepresidente de la Comunidad de Madrid, Enrique Ossorio. La inversión latinoamericana en la región desde 2008 asciende a 12.044 millones de euros, según la Consejería de Economía.","Madrid, la nueva Miami: así se han hecho con la capital los ricos latinoamericanos",https://elpais.com/economia/negocios/2022-11-26/madrid-la-nueva-miami-asi-se-han-hecho-con-la-capital-los-ricos-latinoamericanos.html
"El juez belga a cargo de la investigación de los presuntos sobornos de Qatar a eurodiputados y otros miembros del Parlamento Europeo ha decidido imputar a cuatro de los seis detenidos desde el viernes, entre ellos una de las vicepresidentas de la Eurocámara, la griega Eva Kaili, y otro antiguo eurodiputado italiano, según ha informado este domingo la Fiscalía Federal de Bélgica.","Imputados cuatro detenidos por el caso de corrupción que sacude a la Eurocámara, entre ellos su vicepresidenta Eva Kaili",https://elpais.com/internacional/2022-12-11/imputados-cuatro-detenidos-por-el-caso-de-corrupcion-que-sacude-a-la-eurocamara-entre-ellos-su-vicepresidenta-eva-kaili.html
"Carmelo Gutiérrez no sabía que “el día podía tener 38 horas”. Dueño de una auténtica joya del menú del día barato en Madrid, lo está descubriendo a sus 56 años en esta crisis de la inflación, que se superpone a la crisis de los carburantes y a la crisis de la luz y a la crisis de la pandemia y a la crisis que ya había antes de todas estas crisis. Para poder sobrellevarlas todas, subió el precio del menú otro euro en agosto, hasta los 13, tras haberle añadido ya uno a la vuelta de la pandemia. “No tuvimos más remedio que subirlo, llevábamos seis meses palmando, a beneficio cero”, explica. El caso de La Selva, el local que regenta Gutiérrez desde 1989 en el número 7 de la plaza de los Mostenses, en la trasera de la Gran Vía, es el paradigma de lo ocurrido este año en Madrid y Barcelona, donde encontrar un menú por debajo de los 10 euros es ahora una misión casi imposible.",La misión imposible de un menú del día a 10 euros en Madrid o Barcelona: “Si pones tres chuletas quedas como un ruin”,https://elpais.com/economia/2022-12-11/la-mision-imposible-de-un-menu-del-dia-a-10-euros-en-madrid-o-barcelona-si-pones-tres-chuletas-quedas-como-un-ruin.html
"Las ventas de los productos de belleza siguen ganando terreno tras los efectos de la pandemia de covid en estos últimos años. Un hecho que, según datos de la organización Stanpa, la asociación nacional de perfumería y cosmética, se puede apreciar en los 166 euros de media que cada español gastó durante 2021. Y, como pudimos comprobar en EL PAÍS Escaparate en esta edición de Black Friday, el tirón de la cosmética masculina en un evento comercial tan relevante también es una realidad.",Tres productos de belleza facial de hombre ideales para regalar (que arrasaron en Black Friday),https://elpais.com/escaparate/2022-12-10/tres-productos-de-belleza-facial-de-hombre-ideales-para-regalar-que-arrasaron-en-black-friday.html
"Hay pocas dudas de la necesidad de expandir las energías renovables en España, ya sea para reducir las emisiones que causan el calentamiento del planeta o para abaratar la factura energética. Sin embargo, cómo hacerlo está provocando una creciente pugna a escala local. En los últimos días, se han producido movimientos relevantes en el tira y afloja entre dos visiones muy distintas. En Cataluña, el lunes se presentó un manifiesto apoyado por expertos de muy distintos ámbitos que reclama una aceleración del desarrollo de las renovables en esta comunidad: “Centrales fotovoltaicas y parques eólicos —terrestres y marinos— tienen que pasar a formar parte de nuestro paisaje”, señala el texto apoyado por científicos de prestigio como el explorador de National Geographic Enric Sala, el ecólogo marino del Centro de Estudios Avanzados de Blanes (CEAB- CSIC) Kike Ballesteros o el director ejecutivo del consorcio internacional Global Carbon Project, Pep Canadell. Casi al mismo tiempo, en la Comunidad Valenciana, solo unos días antes era destituido el director general de Transición Ecológica, Pedro Fresco, justamente una de las voces que defienden la necesidad de acelerar la construcción de centrales fotovoltaicas y eólicas en España, en medio de fuertes discrepancias con Compromís, partido que aboga por empezar por proyectos solares más pequeños en los tejados.",La pugna por el modelo de desarrollo de las energías renovables se tensa a escala local,https://elpais.com/clima-y-medio-ambiente/2022-12-09/la-pugna-por-el-modelo-de-desarrollo-de-las-renovables-se-tensa-a-escala-local.html
"Las Infecciones de Transmisión Sexual (ITS) no paran de crecer. Al mismo tiempo que ha caído la circulación del VIH, otras como la gonorrea, la sífilis o la clamidiosis llevan más de una década subiendo cada año sin que las autoridades sanitarias sepan cómo atajarlas. Más facilidad para tener relaciones y menos miedo al sida son algunas de las explicaciones detrás de esta explosión.",Las autoridades sanitarias no saben cómo frenar la explosión de infecciones de transmisión sexual,https://elpais.com/sociedad/2022-12-10/las-autoridades-sanitarias-no-saben-como-frenar-la-explosion-de-infecciones-de-transmision-sexual.html
"Construir una escuela resulta caro y lento, a lo que se añade la dificultad de encontrar un solar en el lugar que más se necesita. Así que ciudades como Barcelona y L’Hospitalet, con gran falta de plazas de guardería públicas, han decidido aprovechar la iniciativa que la Generalitat impulsa desde hace varios años de convertir colegios privados en públicos, y replicarla para las escuelas infantiles. “Debemos tener todos los mecanismos para ampliar plazas públicas. Solo con la nueva construcción no llegamos ni a toda la demanda ni a todos los barrios, así que hay que buscar nuevos instrumentos, y hemos visto que este modelo con la primaria ha funcionado”, asegura Pau González, concejal de Educación de Barcelona.",Barcelona y L’Hospitalet se preparan para municipalizar guarderías privadas,https://elpais.com/espana/catalunya/2022-12-09/barcelona-y-lhospitalet-se-preparan-para-municipalizar-guarderias-privadas.html
"Una cámara rusa inmortalizó el momento. La mañana de este jueves un avión procedente de Estados Unidos y otro llegado de Moscú, la capital de Rusia, aterrizaron en la pista del aeropuerto de Abu Dabi, en Emiratos Árabes Unidos, convertido en el nuevo puente de los espías. Del avión ruso salió la jugadora de baloncesto Brittney Griner, con el pelo muy corto, sin sus habituales rastas, con una especie de cazadora roja de cuadros y sus imponentes 2,06 metros de altura. Del aparato estadounidense bajó Viktor Bout, conocido como el mercader de la muerte. El intercambio de presos estaba servido tras meses de negociaciones en las que han participado varios países y que por momentos parecían condenadas al fracaso.","Brittney Griner, un intercambio de película tras meses de negociaciones",https://elpais.com/internacional/2022-12-10/brittney-griner-un-intercambio-de-pelicula-tras-meses-de-negociaciones.html
"A Francia no le hizo falta el mejor Mbappé para citarse con Marruecos en las semifinales. A Inglaterra la gravó un desajuste de Kane, que mandó al garete el segundo penalti del que dispuso. Por el medio, Giroud, un ariete iluminado en Qatar —cuatro goles— tras su nada oscura en Rusia, donde no remató ni una sola vez en siete partidos con el campeón. Giroud, destinado al cuarto oscuro de no haberse lesionado Benzema, puso a Francia a una estación de la final tras un buen partido por ambos bandos. Un encuentro que bien pudo haber sido una final. En Qatar, el Mundial es cosa de Messi, Mbappé, Modric y la conmovedora Marruecos.",Kane deja escapar a Francia,https://elpais.com/deportes/mundial-futbol/2022-12-10/kane-deja-escapar-a-francia.html
"Cuando en un concierto de masas quien camina por las zonas más alejadas del escenario, pongamos pasillos de acceso, canta con vocación de afonía, lo que en escena pasa ha prendido como yesca en paja seca. Sonaba Carrer de l’amargura, y eso ocurría exactamente en el Palau Sant Jordi durante la despedida de la gira de Zoo Llepolies que tenía en Barcelona su última parada. El concierto había comenzado sólo tres piezas antes, pero el público, ya humeante, había determinado que no quedaba más remedio que pasárselo bien. Para más inri los músicos del grupo valenciano lo hacían todo para que eso ocurriese, transmitiendo desde el inicio una alegría incontrolable por estar allí y así. Sí, allí y así. Puede que sorprenda ver a Marruecos en una semifinal mundial, pero casi a la altura está el que una banda valenciana que canta en valenciano con una base de hip-hop llene un recinto así, sin tener el apoyo de la gran industria, trabajando con la humildad del “garrofó” y trasmitiendo un mensaje de reivindicación y enfado que por otra parte es uno de los argumentos que les han coronado. Sí, Zoo, reyes republicanos y hasta cierto punto inopinados. “Som del sud, venim del País Valencià”, dijo Panxo, su cantante, como carta de presentación poco más tarde de interpretar, La del fútbol, una pieza que precisamente cuestiona el uso narcótico del espectáculo del balón y los pantaloncitos cortos.",El fiestón valenciano de Zoo en Barcelona,https://elpais.com/espana/comunidad-valenciana/2022-12-11/el-fieston-valenciano-de-zoo-en-barcelona.html
"Cuenta uno de sus compañeros de equipo en la liga juvenil de béisbol que cuando Ron ­DeSantis era un mocoso ya decía que algún día sería presidente de Estados Unidos. Tal vez no suene extraño en una cultura que rellena sus biberones con gotas de ambición, si no fuera porque aquel chico introvertido podría estar cerca de cumplir su sueño. El histórico éxito con el que ha salido reelegido como gobernador de Florida en las recientes legislativas ―en mitad de una no menos histórica decepción nacional de los republicanos― lo ha destacado en la carrera por convertirse en 2024 en el próximo inquilino de la Casa Blanca y en la peor pesadilla del que un día fue su gran apoyo: Donald Trump.","El enemigo en casa: quién es Ron DeSantis, la peor pesadilla de Trump",https://elpais.com/ideas/2022-12-11/el-enemigo-en-casa-quien-es-ron-desantis-la-peor-pesadilla-de-trump.html
"Tras pasar más de dos décadas como agente de estrellas del cine, el francés Dominique Besnehard entendió que su vida podía ser una buena novela. Finalmente se convirtió en una serie, Call my agent! (Dix pour cent). El proyecto, rechazado por Canal+, terminó años después en la cadena pública France 2, con actores de verdad interpretándose a sí mismos, como si fueran clientes de la ficticia agencia parisina ASK en la que se ambienta la serie. Juliette Binoche, Jean Reno, Sigourney Weaver, Jean Dujardin, Monica Bellucci e Isabelle Huppert, entre muchos otros, aparecieron en ella. Desde su estreno global en plataformas de contenido a la carta como Netflix, la ficción se ha convertido en el gran éxito mundial de la televisión francesa de los últimos tiempos. Y ahora puede verse en España gratis y al completo. La plataforma pública RTVE Play acaba de sumar a su catálogo las cuatro temporadas de un título que también puede verse en el canal Cosmo (Movistar Plus+).","El representante de artistas que inspiró a los personajes de ‘Call my Agent!’, el gran éxito mundial de la televisión francesa",https://elpais.com/television/2022-12-11/el-representante-de-artistas-que-inspiro-a-los-personajes-de-call-my-agent-el-gran-exito-mundial-de-la-television-francesa.html
"El director de El Larguero de Cadena Ser, Manu Carreño, tiene claro cuál es el partido de un Mundial que más le ha marcado: “Tuve la suerte de estar ahí y ganar a Alemania en semifinales del Mundial que luego ganamos es mi partido favorito”.","Mi partido favorito, por Manu Carreño: el España-Alemania, del Mundial de Sudáfrica 2010",https://elpais.com/videos/universo-mundial-qatar/2022-12-08/mi-partido-favorito-por-manue-carreno-el-espana-alemania-del-mundial-de-sudafrica-2010.html?autoplay=1
"Y llegó la nieve a Madrid. La pasada madrugada ha caído la primera nevada de cierta importancia de la temporada en la sierra, aunque no ha llegado a afectar al estado de las carreteras: todos los puertos de la red secundaria permanecen abiertos y sin necesidad de circular con cadenas, aunque hay que extremar la precaución al volante. Tal y como pronosticó la Agencia Estatal de Meteorología (Aemet), a lo largo de la madrugada ha nevado en la sierra, que se encontraba bajo aviso amarillo, el más bajo de una escala de tres, hasta el mediodía de este domingo. En el resto de la región, las precipitaciones serán de lluvia, persistentes durante la mañana, aunque remitirán por la tarde. Las temperaturas irán en descenso, que será ligero en las mínimas. En la capital, se esperan 4 grados de máxima y 9 de mínima.",Primera nevada de la temporada en la sierra de Madrid,https://elpais.com/espana/madrid/2022-12-11/primera-gran-nevada-de-la-temporada-en-la-sierra-de-madrid.html
"El corresponsal de guerra Michael Herr tecleó una frase en su libro Despachos de Guerra que aún sigue resonando como un fuerte alarido: “Vietnam, Vietnam, Vietnam. Todos hemos estado allí.” En los últimos 10 meses, muchos españoles también han podido acercarse a lo que sucede en Ucrania a través de quienes escucharon los bombardeos, olieron el humo de los fuegos y sintieron el frío que dejaba la muerte a su paso. Y todo gracias al trabajo de los periodistas españoles que viajaron al país ucranio para buscar la verdad sobre lo que estaba pasando e informar de ello. Este jueves la Asociación de Medios Independientes (AMI) ha premiado, en el marco de su asamblea anual, a 58 de estos periodistas por su “indispensable labor para que los ciudadanos puedan conocer a través de su testimonio los hechos que tristemente están transformando la historia de Europa”, ha destacado la Junta Directiva de la asociación, integrada por los principales editores españoles. Los premiados pertenecen a medios o grupos como Vocento, Prensa Ibérica, PRISA Media, Grupo Godó, Unidad Editorial, Agencia EFE, La Razón, La Voz de Galicia, Diari ARA, Henneo y El Progreso de Lugo.",Los corresponsales españoles en la guerra de Ucrania reciben el premio de la Asociación de Medios de Información por su “indispensable labor”,https://elpais.com/sociedad/2022-12-01/los-corresponsales-espanoles-en-la-guerra-de-ucrania-reciben-el-premio-de-la-asociacion-de-medios-de-informacion-por-su-indispensable-labor.html
"“Pues ya está. Me voy de BCN. 24 años aquí han sido suficientes. Me voy como tantísima gente y seguramente por los mismos motivos. Marcharse es tendencia”. Una tarde cualquiera, las redes sociales se convierten en termómetros de cosas que pasan. Ocurrió con el tuit que acompaña este texto. De Agnès Font, que trabaja de jefa de prensa de la editorial Capitan Swing en la ciudad. En pocos minutos se formó un hilo con respuestas de amigos y conocidos. Lo lamentaban, aseguraban que habían hecho lo mismo, o que se disponían a hacerlo. Abandonar la ciudad. A la invitación de un colega a volver, Font respondía con el motivo que encabeza la lista de argumentos para irse: “Si se pueden pagar los pisos a un precio decente, no descarto volver en un futuro”.",Hartos de vivir en Barcelona que se marchan de la ciudad: “Ha dejado de ser amable”,https://elpais.com/espana/catalunya/2022-12-10/hartos-de-vivir-en-la-ciudad-de-barcelona-que-se-marchan-de-la-ciudad-ha-dejado-de-ser-amable.html
